Client,Scrip Name,Scrip Token,Scrip Ltp,Scrip Expiry,Underlying,Underlying Future,Underlying Token,Underlying Ltp,Underlying Expiry,Strike Price,Option Type,Instrument Name,BEP,Net Position,IV Lower,IV Middle,IV Higher,Quantity,Flat Underlying Scrip Name,Day Net Qty,Day Amt
50074209,NIFTY27JUN1911550PE,58055,0.00,"1,246,060,800.00",NIFTY,NIFTY19JUNFUT,0,0.00,1246060800,"11,550.00",PE,OPTIDX,6.60,-75.00,0.00,0.00,0.00,-75.00,NIFTY_|1246060800_|FUT_|0,-75,-495
50074209,NIFTY27JUN1911800PE,48666,0.00,"1,246,060,800.00",NIFTY,NIFTY19JUNFUT,0,0.00,1246060800,"11,800.00",PE,OPTIDX,37.05,-150.00,0.00,0.00,0.00,-150.00,NIFTY_|1246060800_|FUT_|0,-150,-5557.5
50074209,NIFTY27JUN1911850PE,58061,0.00,"1,246,060,800.00",NIFTY,NIFTY19JUNFUT,0,0.00,1246060800,"11,850.00",PE,OPTIDX,57.32,-150.00,0.00,0.00,0.00,-150.00,NIFTY_|1246060800_|FUT_|0,-150,-8598.75
50074209,BEL19JUN115CE,66367,0.00,"1,246,060,800.00",BEL,BEL19JUNFUT,0,0.00,1246060800,115.00,CE,OPTSTK,1.45,"-6,000.00",0.00,0.00,0.00,"-6,000.00",BEL_|1246060800_|FUT_|0,-6000,-8700
50074209,BEL19JUNFUT,57223,0.00,"1,246,060,800.00",BEL,BEL19JUNFUT,0,0.00,1246060800,0.00,XX,FUTSTK,113.40,"-6,000.00",0.00,0.00,0.00,"-6,000.00",BEL_|1246060800_|FUT_|0,-6000,-680400
50074209,BEL19JUN117.5CE,66369,0.00,"1,246,060,800.00",BEL,BEL19JUNFUT,0,0.00,1246060800,117.50,CE,OPTSTK,0.35,"12,000.00",0.00,0.00,0.00,"12,000.00",BEL_|1246060800_|FUT_|0,12000,4200
50061701,SUNPHARMA19JUL400PE,79916,0.00,"1,248,480,000.00",SUNPHARMA,SUNPHARMA19JULFUT,0,0.00,1248480000,400.00,PE,OPTSTK,19.99,"-88,000.00",0.00,0.00,0.00,"-88,000.00",SUNPHARMA_|1248480000_|FUT_|0,-88000,-1759230
50059423,NIFTY29AUG1911000PE,56548,0.00,"1,251,504,000.00",NIFTY,NIFTY19AUGFUT,0,0.00,1251504000,"11,000.00",PE,OPTIDX,42.04,"-24,750.00",0.00,0.00,0.00,"-24,750.00",NIFTY_|1251504000_|FUT_|0,-24750,-1040490
50058105,NIFTY29AUG1911500PE,56577,0.00,"1,251,504,000.00",NIFTY,NIFTY19AUGFUT,0,0.00,1251504000,"11,500.00",PE,OPTIDX,134.61,"-22,275.00",0.00,0.00,0.00,"-22,275.00",NIFTY_|1251504000_|FUT_|0,-22275,-2998515
50058105,NIFTY25JUL1911500PE,47240,0.00,"1,248,480,000.00",NIFTY,NIFTY19JULFUT,0,0.00,1248480000,"11,500.00",PE,OPTIDX,97.08,"25,800.00",0.00,0.00,0.00,"25,800.00",NIFTY_|1248480000_|FUT_|0,25800,2504767.5
50058105,NIFTY27JUN199500CE,45364,0.00,"1,246,060,800.00",NIFTY,NIFTY19JUNFUT,0,0.00,1246060800,"9,500.00",CE,OPTIDX,"2,215.50","16,350.00",0.00,0.00,0.00,"16,350.00",NIFTY_|1246060800_|FUT_|0,16350,36223425
50058105,NIFTY26SEP199500CE,57482,0.00,"1,253,923,200.00",NIFTY,NIFTY19SEPFUT,0,0.00,1253923200,"9,500.00",CE,OPTIDX,"2,287.50","-16,350.00",0.00,0.00,0.00,"-16,350.00",NIFTY_|1253923200_|FUT_|0,-16350,-37400625
50058105,NIFTY27JUN1910000CE,36355,0.00,"1,246,060,800.00",NIFTY,NIFTY19JUNFUT,0,0.00,1246060800,"10,000.00",CE,OPTIDX,"1,751.50","1,875.00",0.00,0.00,0.00,"1,875.00",NIFTY_|1246060800_|FUT_|0,1875,3284062.5
50058105,NIFTY26SEP1910000CE,57568,0.00,"1,253,923,200.00",NIFTY,NIFTY19SEPFUT,0,0.00,1253923200,"10,000.00",CE,OPTIDX,"1,829.50","-1,875.00",0.00,0.00,0.00,"-1,875.00",NIFTY_|1253923200_|FUT_|0,-1875,-3430312.5
50058105,NIFTY25JUL1911000PE,47216,0.00,"1,248,480,000.00",NIFTY,NIFTY19JULFUT,0,0.00,1248480000,"11,000.00",PE,OPTIDX,22.80,"26,550.00",0.00,0.00,0.00,"26,550.00",NIFTY_|1248480000_|FUT_|0,26550,605351.25
50058105,NIFTY25JUL1911100PE,47221,0.00,"1,248,480,000.00",NIFTY,NIFTY19JULFUT,0,0.00,1248480000,"11,100.00",PE,OPTIDX,28.52,"1,575.00",0.00,0.00,0.00,"1,575.00",NIFTY_|1248480000_|FUT_|0,1575,44917.5
50014147,UPL19JUNFUT,57597,0.00,"1,246,060,800.00",UPL,UPL19JUNFUT,0,0.00,1246060800,0.00,XX,FUTSTK,922.60,-600.00,0.00,0.00,0.00,-600.00,UPL_|1246060800_|FUT_|0,-600,-553560
50014147,BEML19JUNFUT,57224,0.00,"1,246,060,800.00",BEML,BEML19JUNFUT,0,0.00,1246060800,0.00,XX,FUTSTK,"-11,235.00",0.00,0.00,0.00,0.00,0.00,BEML_|1246060800_|FUT_|0,0,11235
50014147,BANKNIFTY27JUN1931200CE,57847,0.00,"1,246,060,800.00",BANKNIFTY,BANKNIFTY19JUNFUT,0,0.00,1246060800,"31,200.00",CE,OPTIDX,13.40,600.00,0.00,0.00,0.00,600.00,BANKNIFTY_|1248480000_|FUT_|0,600,8040
50014147,BANKNIFTY27JUN1931400CE,57851,0.00,"1,246,060,800.00",BANKNIFTY,BANKNIFTY19JUNFUT,0,0.00,1246060800,"31,400.00",CE,OPTIDX,15.06,"-3,400.00",0.00,0.00,0.00,"-3,400.00",BANKNIFTY_|1248480000_|FUT_|0,-3400,-51215
50014147,BANKNIFTY27JUN1931300CE,57849,0.00,"1,246,060,800.00",BANKNIFTY,BANKNIFTY19JUNFUT,0,0.00,1246060800,"31,300.00",CE,OPTIDX,9.55,"1,000.00",0.00,0.00,0.00,"1,000.00",BANKNIFTY_|1248480000_|FUT_|0,1000,9550
50014147,BANKNIFTY27JUN1930600CE,57826,0.00,"1,246,060,800.00",BANKNIFTY,BANKNIFTY19JUNFUT,0,0.00,1246060800,"30,600.00",CE,OPTIDX,"10,649.00",0.00,0.00,0.00,0.00,0.00,BANKNIFTY_|1248480000_|FUT_|0,0,-10649
50014147,BANKNIFTY27JUN1930900CE,57839,0.00,"1,246,060,800.00",BANKNIFTY,BANKNIFTY19JUNFUT,0,0.00,1246060800,"30,900.00",CE,OPTIDX,127.32,"2,000.00",0.00,0.00,0.00,"2,000.00",BANKNIFTY_|1248480000_|FUT_|0,2000,254648
50014147,BANKNIFTY27JUN1930200CE,57814,0.00,"1,246,060,800.00",BANKNIFTY,BANKNIFTY19JUNFUT,0,0.00,1246060800,"30,200.00",CE,OPTIDX,625.34,220.00,0.00,0.00,0.00,220.00,BANKNIFTY_|1248480000_|FUT_|0,220,137575
50014147,BANKNIFTY27JUN1930200PE,57815,0.00,"1,246,060,800.00",BANKNIFTY,BANKNIFTY19JUNFUT,0,0.00,1246060800,"30,200.00",PE,OPTIDX,32.01,220.00,0.00,0.00,0.00,220.00,BANKNIFTY_|1248480000_|FUT_|0,220,7042
50014147,BANKNIFTY27JUN1930500CE,57824,0.00,"1,246,060,800.00",BANKNIFTY,BANKNIFTY19JUNFUT,0,0.00,1246060800,"30,500.00",CE,OPTIDX,365.55,-220.00,0.00,0.00,0.00,-220.00,BANKNIFTY_|1248480000_|FUT_|0,-220,-80421
50014147,BANKNIFTY27JUN1930500PE,57825,0.00,"1,246,060,800.00",BANKNIFTY,BANKNIFTY19JUNFUT,0,0.00,1246060800,"30,500.00",PE,OPTIDX,76.33,-220.00,0.00,0.00,0.00,-220.00,BANKNIFTY_|1248480000_|FUT_|0,-220,-16792
50014147,BANKNIFTY27JUN1930700CE,57828,0.00,"1,246,060,800.00",BANKNIFTY,BANKNIFTY19JUNFUT,0,0.00,1246060800,"30,700.00",CE,OPTIDX,274.46,220.00,0.00,0.00,0.00,220.00,BANKNIFTY_|1248480000_|FUT_|0,220,60381
50014147,BANKNIFTY27JUN1930700PE,57829,0.00,"1,246,060,800.00",BANKNIFTY,BANKNIFTY19JUNFUT,0,0.00,1246060800,"30,700.00",PE,OPTIDX,100.38,"1,220.00",0.00,0.00,0.00,"1,220.00",BANKNIFTY_|1248480000_|FUT_|0,1220,122458
50014147,BANKNIFTY27JUN1930900PE,57840,0.00,"1,246,060,800.00",BANKNIFTY,BANKNIFTY19JUNFUT,0,0.00,1246060800,"30,900.00",PE,OPTIDX,177.35,-220.00,0.00,0.00,0.00,-220.00,BANKNIFTY_|1248480000_|FUT_|0,-220,-39017
50014147,BANKNIFTY27JUN1931500CE,57908,0.00,"1,246,060,800.00",BANKNIFTY,BANKNIFTY19JUNFUT,0,0.00,1246060800,"31,500.00",CE,OPTIDX,"9,872.00",0.00,0.00,0.00,0.00,0.00,BANKNIFTY_|1248480000_|FUT_|0,0,-9872
50014147,BANKNIFTY27JUN1930300PE,57821,0.00,"1,246,060,800.00",BANKNIFTY,BANKNIFTY19JUNFUT,0,0.00,1246060800,"30,300.00",PE,OPTIDX,32.96,"-4,000.00",0.00,0.00,0.00,"-4,000.00",BANKNIFTY_|1248480000_|FUT_|0,-4000,-131846
50014147,BANKNIFTY27JUN1930800CE,57830,0.00,"1,246,060,800.00",BANKNIFTY,BANKNIFTY19JUNFUT,0,0.00,1246060800,"30,800.00",CE,OPTIDX,172.08,"-1,000.00",0.00,0.00,0.00,"-1,000.00",BANKNIFTY_|1248480000_|FUT_|0,-1000,-172076
