9/5/2022 12:37:50 PM,FO Trade Count: 11
9/5/2022 12:37:50 PM,FO Trade Count: 12
9/5/2022 12:37:50 PM,FO Trade Count: 13
9/5/2022 12:37:50 PM,FO Trade Count: 14
9/5/2022 12:37:50 PM,FO Trade Count: 15
9/5/2022 12:37:50 PM,FO Trade Count: 16
9/5/2022 12:37:50 PM,FO Trade Count: 17
9/5/2022 12:37:50 PM,FO Trade Count: 18
9/5/2022 12:37:50 PM,FO Trade Count: 19
9/5/2022 12:37:50 PM,FO Trade Count: 20
9/5/2022 12:37:50 PM,FO Trade Count: 21
9/5/2022 12:37:50 PM,FO Trade Count: 22
9/5/2022 12:37:50 PM,FO Trade Count: 23
9/5/2022 12:37:50 PM,FO Trade Count: 24
9/5/2022 12:37:50 PM,FO Trade Count: 25
9/5/2022 12:37:50 PM,FO Trade Count: 26
9/5/2022 12:37:50 PM,FO Trade Count: 27
9/5/2022 12:37:50 PM,FO Trade Count: 28
9/5/2022 12:37:50 PM,FO Trade Count: 29
9/5/2022 12:37:50 PM,FO Trade Count: 30
9/5/2022 12:37:50 PM,FO Trade Count: 31
9/5/2022 12:37:50 PM,FO Trade Count: 32
9/5/2022 12:37:50 PM,FO Trade Count: 33
9/5/2022 12:37:50 PM,FO Trade Count: 34
9/5/2022 12:37:50 PM,FO Trade Count: 35
9/5/2022 12:37:50 PM,FO Trade Count: 36
9/5/2022 12:37:50 PM,FO Trade Count: 37
9/5/2022 12:37:50 PM,FO Trade Count: 38
9/5/2022 12:37:50 PM,FO Trade Count: 39
9/5/2022 12:37:50 PM,FO Trade Count: 40
9/5/2022 12:37:50 PM,FO Trade Count: 41
9/5/2022 12:37:50 PM,FO Trade Count: 42
9/5/2022 12:37:50 PM,FO Trade Count: 43
9/5/2022 12:37:50 PM,FO Trade Count: 44
9/5/2022 12:37:50 PM,FO Trade Count: 45
9/5/2022 12:37:50 PM,ReadFO Loop 0.01secs, Trades:45
9/5/2022 12:37:50 PM,ReadCM Loop 0secs, Trades:45
9/5/2022 12:37:50 PM,ReadBCECM Loop 0secs, Trades:45
9/5/2022 12:37:50 PM,ReadCP Loop 0secs, Trades:45
9/5/2022 12:37:50 PM,Trades Read in 0.06secs
9/5/2022 12:37:50 PM,Total Trade Rows Sent,45, Status,True
9/5/2022 12:38:51 PM,FO Trade Count: 46
9/5/2022 12:38:51 PM,FO Trade Count: 47
9/5/2022 12:38:51 PM,FO Trade Count: 48
9/5/2022 12:38:51 PM,FO Trade Count: 49
9/5/2022 12:38:51 PM,FO Trade Count: 50
9/5/2022 12:38:51 PM,FO Trade Count: 51
9/5/2022 12:38:51 PM,FO Trade Count: 52
9/5/2022 12:38:51 PM,FO Trade Count: 53
9/5/2022 12:38:51 PM,FO Trade Count: 54
9/5/2022 12:38:51 PM,FO Trade Count: 55
9/5/2022 12:38:51 PM,FO Trade Count: 56
9/5/2022 12:38:51 PM,FO Trade Count: 57
9/5/2022 12:38:51 PM,FO Trade Count: 58
9/5/2022 12:38:51 PM,FO Trade Count: 59
9/5/2022 12:38:51 PM,FO Trade Count: 60
9/5/2022 12:38:51 PM,FO Trade Count: 61
9/5/2022 12:38:51 PM,FO Trade Count: 62
9/5/2022 12:38:51 PM,FO Trade Count: 63
9/5/2022 12:38:51 PM,FO Trade Count: 64
9/5/2022 12:38:51 PM,FO Trade Count: 65
9/5/2022 12:38:51 PM,FO Trade Count: 66
9/5/2022 12:38:51 PM,FO Trade Count: 67
9/5/2022 12:38:51 PM,FO Trade Count: 68
9/5/2022 12:38:51 PM,FO Trade Count: 69
9/5/2022 12:38:51 PM,FO Trade Count: 70
9/5/2022 12:38:51 PM,FO Trade Count: 71
9/5/2022 12:38:51 PM,FO Trade Count: 72
9/5/2022 12:38:51 PM,FO Trade Count: 73
9/5/2022 12:38:51 PM,FO Trade Count: 74
9/5/2022 12:38:51 PM,FO Trade Count: 75
9/5/2022 12:38:51 PM,FO Trade Count: 76
9/5/2022 12:38:51 PM,FO Trade Count: 77
9/5/2022 12:38:51 PM,FO Trade Count: 78
9/5/2022 12:38:51 PM,FO Trade Count: 79
9/5/2022 12:38:51 PM,FO Trade Count: 80
9/5/2022 12:38:51 PM,FO Trade Count: 81
9/5/2022 12:38:51 PM,FO Trade Count: 82
9/5/2022 12:38:51 PM,FO Trade Count: 83
9/5/2022 12:38:51 PM,FO Trade Count: 84
9/5/2022 12:38:51 PM,FO Trade Count: 85
9/5/2022 12:38:51 PM,FO Trade Count: 86
9/5/2022 12:38:51 PM,FO Trade Count: 87
9/5/2022 12:38:51 PM,FO Trade Count: 88
9/5/2022 12:38:51 PM,FO Trade Count: 89
9/5/2022 12:38:51 PM,FO Trade Count: 90
9/5/2022 12:38:51 PM,ReadFO Loop 0secs, Trades:45
9/5/2022 12:38:51 PM,ReadCM Loop 0secs, Trades:45
9/5/2022 12:38:51 PM,ReadBCECM Loop 0secs, Trades:45
9/5/2022 12:38:51 PM,ReadCP Loop 0secs, Trades:45
9/5/2022 12:38:51 PM,Trades Read in 0secs
9/5/2022 12:38:51 PM,Total Trade Rows Sent,45, Status,True
