NIFTY,OTH,2,0,2
NIFTY,OTM,2,0,2
BANKNIFTY,OTH,2,0,2
BANKNIFTY,OTM,2,0,2
FINNIFTY,OTH,2,0,2
FINNIFTY,OTM,2,0,2
